IdOportunidad,IdEmpresa,IdPropietario,TipoDivisaAjuste,Zona,Importe,FechaCierre,Participantes
006UG000005rTU3YAM,0014100001uNFnRAAW,00541000007Mjg2AAC,MXN,Zona 2,100000,19/04/2024 00:00,100
006UG00000617X4YAI,0012M0000258OhxQAE,0053f000000ERMNAA4,MXN,Zona 2,144675,19/04/2024 00:00,0
006UG00000617X4YAI,0012M0000258OhxQAE,0053f000000ERMNAA4,MXN,Zona 2,144675,19/04/2024 00:00,0
006UG0000062MH7YAM,0018X00003B4VFbQAN,0053f000000ERMNAA4,MXN,Zona 2,30000,19/04/2024 00:00,50
006UG0000068dC1YAI,0014100001UzrfAAAR,00541000002pb4sAAA,MXN,Zona 5,135000,19/04/2024 00:00,10
006UG000006C461YAC,0018X00003EybnOQAR,00541000007MjgdAAC,MXN,Zona 3,1470000,19/04/2024 00:00,21
006UG000006DqADYA0,0014100001uNFpKAAW,00541000007Mjg2AAC,MXN,Zona 2,142500,19/04/2024 00:00,0
006UG000006DqADYA0,0014100001uNFpKAAW,00541000007Mjg2AAC,MXN,Zona 2,142500,19/04/2024 00:00,0
006UG000006FkIPYA0,0014100001uMu5dAAC,00541000007MjgkAAC,MXN,Zona 5,214520,19/04/2024 00:00,20
006UG000006FQZpYAO,0018X00003EybnOQAR,00541000007MjgdAAC,MXN,Zona 3,3200000,19/04/2024 00:00,60
006UG000006FQZpYAO,0018X00003EybnOQAR,00541000007MjgdAAC,MXN,Zona 3,3200000,19/04/2024 00:00,60
006UG000005rTU3YAM,0014100001uNFnRAAW,00541000007Mjg2AAC,MXN,Zona 2,100000,19/04/2024 00:00,100
006UG00000617X4YAI,0012M0000258OhxQAE,0053f000000ERMNAA4,MXN,Zona 2,144675,19/04/2024 00:00,0
006UG000006FQZpYAO,0018X00003EybnOQAR,00541000007MjgdAAC,MXN,Zona 3,3200000,19/04/2024 00:00,60
006UG000004Op8jYAC,0013f000004bUrQAAU,0053f000000FejbAAC,USD,Zona 1,10430,18/04/2024 00:00,30
006UG000004Op8jYAC,0013f000004bUrQAAU,0053f000000FejbAAC,USD,Zona 1,10430,18/04/2024 00:00,30
006UG000004wEEoYAM,0014100001uMqXAAA0,0053f000000lhfmAAA,MXN,Zona 5,80000,18/04/2024 00:00,Sin datos
006UG0000057ogLYAQ,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,cero,18/04/2024 00:00,0
006UG0000067Fy9YAE,0013f000004bUrQAAU,0053f000000FejbAAC,USD,Zona 1,4945,18/04/2024 00:00,20
006UG000006ARd1YAG,0014100001vaxAfAAI,00541000007MjgwAAC,MXN,Zona 5,50000,18/04/2024 00:00,0
006UG000006DcyUYAS,0014100001uMrGpAAK,0053f000000Df1CAAS,MXN,Zona 3,cero,18/04/2024 00:00,Sin datos
006UG000006DcyUYAS,0014100001uMrGpAAK,0053f000000Df1CAAS,MXN,Zona 3,cero,18/04/2024 00:00,Sin datos
006UG000006DlfBYAS,0018X000032VmJRQA0,0053f000000mPYLAA2,MXN,Zona 4,137000,18/04/2024 00:00,20
006UG000006DyhFYAS,0013f000003TCIMAA4,00541000007MjguAAC,MXN,Zona 2,216034,18/04/2024 00:00,30
006UG000006DyKfYAK,0013f000003TCIMAA4,00541000007MjguAAC,MXN,Zona 2,324050,18/04/2024 00:00,50
006UG000006EMhyYAG,0014100001uMqtnAAC,00541000007MjgwAAC,MXN,Zona 5,173000,18/04/2024 00:00,25
006UG000006EVtJYAW,001UG000007FWmmYAG,00541000007Mjh3AAC,USD,Zona 1,39800,18/04/2024 00:00,0
006UG0000057ogLYAQ,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,cero,18/04/2024 00:00,0
006UG000006EVtJYAW,001UG000007FWmmYAG,00541000007Mjh3AAC,USD,Zona 1,39800,18/04/2024 00:00,0
006UG000006EMhyYAG,0014100001uMqtnAAC,00541000007MjgwAAC,MXN,Zona 5,173000,18/04/2024 00:00,25
006UG000004wEEoYAM,0014100001uMqXAAA0,0053f000000lhfmAAA,MXN,Zona 5,80000,18/04/2024 00:00,Sin datos
0068X00001LT0NGQA1,0014100001uMuZXAA0,0053f000000EybuAAC,MXN,Zona 3,845000,17/04/2024 00:00,27
0068X00001LT0NGQA1,0014100001uMuZXAA0,0053f000000EybuAAC,MXN,Zona 3,845000,17/04/2024 00:00,27
0068X00001MPjv3QAD,0013f000002P8MDAA0,00541000007Mjg2AAC,MXN,Zona 2,298500,17/04/2024 00:00,30
006UG000004nO8XYAU,0018X00003EyJmKQAV,0058X00000FQMA0QAP,USD,Zona 1,7400,17/04/2024 00:00,25
006UG000004nO8XYAU,0018X00003EyJmKQAV,0058X00000FQMA0QAP,USD,Zona 1,7400,17/04/2024 00:00,25
0068X00001J8MjSQAV,0018X00003F0D4KQAV,0053f000000m1eKAAQ,MXN,Zona 3,407870,16/04/2024 00:00,25
006UG000002oPIEYA2,0014100001vaxAnAAI,0053f000000mM3KAAU,MXN,Zona 4,39500,16/04/2024 00:00,15
006UG0000059gUzYAI,001UG000005z659YAA,00541000007Mjg1AAC,USD,Zona 1,16000,16/04/2024 00:00,25
006UG0000059hIzYAI,0014100001uMqRHAA0,00541000007MjhWAAS,MXN,Zona 2,105000,16/04/2024 00:00,15
006UG000005k0YPYAY,0013f000009osQnAAI,0053f000000nxsbAAA,USD,Zona 1,163500,16/04/2024 00:00,Sin datos
006UG000005m5ovYAA,0014100001uNFotAAG,00541000007Mjg1AAC,USD,Zona 1,20000,16/04/2024 00:00,10
006UG000005m5ovYAA,0014100001uNFotAAG,00541000007Mjg1AAC,USD,Zona 1,20000,16/04/2024 00:00,10
006UG000005O2YtYAK,0018X00003BVXEIQA5,0053f000000m1eKAAQ,MXN,Zona 3,557000,16/04/2024 00:00,25
006UG000005O2YtYAK,0018X00003BVXEIQA5,0053f000000m1eKAAQ,MXN,Zona 3,557000,16/04/2024 00:00,25
006UG000005purhYAA,001UG000006qaARYAY,00541000002pb4sAAA,MXN,Zona 5,825000,16/04/2024 00:00,Sin datos
006UG000005purhYAA,001UG000006qaARYAY,00541000002pb4sAAA,MXN,Zona 5,825000,16/04/2024 00:00,Sin datos
006UG0000064KuNYAU,0014100001uMqR6AAK,00541000007MjhWAAS,MXN,Zona 2,78000,16/04/2024 00:00,15
006UG00000680KLYAY,0014100001bPuldAAC,0053f000000ETPiAAO,MXN,Zona 3,91300,16/04/2024 00:00,20
006UG000003OTFGYA4,0014100001uMqdYAAS,0053f000000FejbAAC,USD,Zona 1,28469,15/04/2024 00:00,31
006UG000005sZHFYA2,0014100001uMqPsAAK,00541000007MjgVAAS,MXN,Zona 3,48825,15/04/2024 00:00,8
0062M00000cwVwkQAE,0012M000021WUsdQAG,00541000007N8XPAA0,MXN,Zona 5,250000,14/04/2024 00:00,250
006UG000005wCKTYA2,0014100001bPuldAAC,0053f000000ETPiAAO,MXN,Zona 3,28000,14/04/2024 00:00,20
006UG00000632Y7YAI,0014100001bPuldAAC,0053f000000ETPiAAO,MXN,Zona 3,129000,14/04/2024 00:00,20
006UG0000064tTtYAI,001UG0000079FTdYAM,0053f000000nxsWAAQ,USD,Zona 1,539634,13/04/2024 00:00,0
0068X00001MNCIyQAP,0018X00003B4pFOQAZ,00541000002payeAAA,MXN,Zona 3,288000,12/04/2024 00:00,10
006UG000003OQakYAG,0014100001vaxAfAAI,00541000007MjgwAAC,MXN,Zona 5,40000,12/04/2024 00:00,15
006UG000003OVNWYA4,0014100001vaxAfAAI,00541000007MjgwAAC,MXN,Zona 5,137700,12/04/2024 00:00,45
006UG000004DKppYAG,0014100001l5O66AAE,00541000007MjgwAAC,MXN,Zona 5,470000,12/04/2024 00:00,16
006UG000004DKppYAG,0014100001l5O66AAE,00541000007MjgwAAC,MXN,Zona 5,470000,12/04/2024 00:00,16
006UG000004HfhEYAS,001UG000004dXrRYAU,00541000002payeAAA,MXN,Zona 3,79800,12/04/2024 00:00,10
006UG000004hzU9YAI,0018X00003NsvllQAB,0058X00000GIoJvQAL,MXN,Zona 4,650000,12/04/2024 00:00,30
006UG000004OMrVYAW,001UG0000053J06YAE,0058X00000FQzgUQAT,MXN,Zona 2,cero,12/04/2024 00:00,0
006UG000004y1mwYAA,0013f000003WAiXAAW,0053f000000mQvaAAE,MXN,Zona 3,486000,12/04/2024 00:00,36
006UG0000050Py3YAE,0014100001uMqPtAAK,00541000007MjhWAAS,MXN,Zona 2,560000,12/04/2024 00:00,Sin datos
006UG000005AkuoYAC,001UG0000060nYLYAY,0053f000000nxsWAAQ,USD,Zona 1,11600,12/04/2024 00:00,Sin datos
006UG000005BawXYAS,001UG0000060nYLYAY,0053f000000nxsWAAQ,USD,Zona 1,25396,12/04/2024 00:00,Sin datos
006UG000005lyibYAA,0013f000002GqZSAA0,00541000007MjgxAAC,MXN,Zona 5,137298,12/04/2024 00:00,25
006UG000005BawXYAS,001UG0000060nYLYAY,0053f000000nxsWAAQ,USD,Zona 1,25396,12/04/2024 00:00,Sin datos
0068X00001J8hEeQAJ,0013f000006zvggAAA,0058X00000F1ld7QAB,MXN,Zona 3,173700,11/04/2024 00:00,0
0068X00001J8hEeQAJ,0013f000006zvggAAA,0058X00000F1ld7QAB,MXN,Zona 3,173700,11/04/2024 00:00,0
0068X00001JnWxZQAV,0014100001uMqFsAAK,0052M000008g7RkQAI,MXN,Zona 4,2758825,11/04/2024 00:00,1590
006UG000001QbMjYAK,0014100001uMqH4AAK,00541000007MjgXAAS,MXN,Zona 3,120000,11/04/2024 00:00,50
006UG0000045M41YAE,0012M000021amd3QAA,0058X00000GnYdoQAF,MXN,Zona 2,225000,11/04/2024 00:00,25
006UG000004XgUPYA0,0014100001uMqu3AAC,00541000007MjftAAC,MXN,Zona 2,56680,11/04/2024 00:00,80
006UG000004XgUPYA0,0014100001uMqu3AAC,00541000007MjftAAC,MXN,Zona 2,56680,11/04/2024 00:00,80
006UG000004XYbiYAG,0014100001uMqu3AAC,00541000007MjftAAC,MXN,Zona 2,55700,11/04/2024 00:00,80
006UG000005rrheYAA,0014100001uMqPsAAK,00541000007MjgVAAS,MXN,Zona 3,46500,11/04/2024 00:00,25
006UG0000060HexYAE,0014100001uMqtnAAC,00541000007MjgwAAC,MXN,Zona 5,159000,11/04/2024 00:00,25
006UG0000060oURYAY,0014100001l5RN5AAM,00541000007MjgxAAC,MXN,Zona 5,82390,11/04/2024 00:00,0
006UG0000060oURYAY,0014100001l5RN5AAM,00541000007MjgxAAC,MXN,Zona 5,82390,11/04/2024 00:00,0
006UG0000060QIRYA2,0014100001uMqH4AAK,00541000007MjgXAAS,MXN,Zona 3,165000,11/04/2024 00:00,6
006UG0000062jIXYAY,0014100001uMqtnAAC,00541000007MjgwAAC,MXN,Zona 5,171000,11/04/2024 00:00,20
006UG0000062mUvYAI,001UG0000076Q8gYAE,0053f000000mQvaAAE,MXN,Zona 3,486000,11/04/2024 00:00,36
006UG0000062ScfYAE,0014100001uNFpwAAG,00541000007MjiFAAS,MXN,Zona 2,440000,11/04/2024 00:00,25
006UG0000062mUvYAI,001UG0000076Q8gYAE,0053f000000mQvaAAE,MXN,Zona 3,486000,11/04/2024 00:00,36
006UG000003lC5eYAE,0013f0000059OSpAAM,0052M000008ag3jQAA,MXN,Zona 5,77700,10/04/2024 00:00,33
006UG000003Wx4rYAC,0012M00002BOY7YQAX,0052M000008ag3jQAA,MXN,Zona 5,267750,10/04/2024 00:00,0
006UG0000041CMcYAM,0014100001uMqirAAC,00541000007MjgQAAS,MXN,Zona 3,187000,10/04/2024 00:00,20
006UG0000041CMcYAM,0014100001uMqirAAC,00541000007MjgQAAS,MXN,Zona 3,187000,10/04/2024 00:00,20
006UG0000041DSLYA2,0014100001uMqirAAC,00541000007MjgQAAS,MXN,Zona 3,120000,10/04/2024 00:00,5
006UG000004vaJ0YAI,0014100001l5QenAAE,0053f000000mPYLAA2,MXN,Zona 4,1612500,10/04/2024 00:00,90
006UG0000041CMcYAM,0014100001uMqirAAC,00541000007MjgQAAS,MXN,Zona 3,187000,10/04/2024 00:00,20
0068X00001MO5OsQAL,0012M000021Y33iQAC,0053f000000naCIAAY,MXN,Zona 1,279000,09/04/2024 00:00,90
006UG000001cpU0YAI,0014100001uMrAnAAK,0053f000000naCIAAY,MXN,Zona 1,122400,09/04/2024 00:00,35
006UG000001cw2PYAQ,0014100001uMrAnAAK,0053f000000naCIAAY,MXN,Zona 1,121050,09/04/2024 00:00,70
006UG000001OG7uYAG,0013f000002ICG9AAO,00541000007MjiFAAS,MXN,Zona 2,285300,09/04/2024 00:00,20
006UG000001tTteYAE,0013f00000Af2T8AAJ,0053f000000naCIAAY,MXN,Zona 1,602100,09/04/2024 00:00,30
006UG000003P3tpYAC,0012M000022wslzQAA,00541000007MjfrAAC,MXN,Zona 2,680000,09/04/2024 00:00,15
006UG0000040hnRYAQ,0014100001uMq7VAAS,0058X00000GBaShQAL,USD,Zona 2,1788,09/04/2024 00:00,0
006UG000004OdkIYAS,0013f00000AekZcAAJ,0053f000000naCIAAY,MXN,Zona 1,180000,09/04/2024 00:00,25
006UG000005EkwEYAS,0013f000006yyOEAAY,00541000007MjftAAC,MXN,Zona 2,136533,09/04/2024 00:00,10
006UG000005gQUfYAM,0013f000003TCIMAA4,00541000007MjguAAC,MXN,Zona 2,59500,09/04/2024 00:00,15
006UG000005w4oMYAQ,0013f000009o0xuAAA,00541000002pb4sAAA,MXN,Zona 5,615000,09/04/2024 00:00,Sin datos
006UG000005xwrVYAQ,001UG0000070nCrYAI,00541000007MjfrAAC,MXN,Zona 2,310000,09/04/2024 00:00,9
006UG000005yn7pYAA,0012M000021amd3QAA,0058X00000GnYdoQAF,MXN,Zona 2,89000,09/04/2024 00:00,2
006UG0000040hnRYAQ,0014100001uMq7VAAS,0058X00000GBaShQAL,USD,Zona 2,1788,09/04/2024 00:00,0
006UG000001OG7uYAG,0013f000002ICG9AAO,00541000007MjiFAAS,MXN,Zona 2,285300,09/04/2024 00:00,20
0063f000004yAXWAA2,0014100001uMsAxAAK,0052M000008ag3jQAA,MXN,Zona 5,110250,08/04/2024 00:00,200
0063f000004yIPGAA2,0014100001uMsAxAAK,0052M000008ag3jQAA,MXN,Zona 5,178870,08/04/2024 00:00,10
0068X00001LpgvDQAR,0018X00003EzLSKQA3,0053f000000mM2bAAE,MXN,Zona 4,800000,08/04/2024 00:00,0
006UG000003FeEkYAK,001UG000003hIJNYA2,00541000007Mjh3AAC,USD,Zona 1,diez mil,08/04/2024 00:00,Sin datos
006UG000003leBZYAY,0018X000038NZJVQA4,0053f000000mPYLAA2,MXN,Zona 4,2750000,08/04/2024 00:00,120
006UG000004iTX7YAM,0018X00003K03CWQAZ,0053f000000mPYLAA2,MXN,Zona 4,1000000,08/04/2024 00:00,200
006UG000004yjXqYAI,0014100001uMqHQAA0,00541000002payqAAA,MXN,Zona 3,1135550,08/04/2024 00:00,75
006UG000005qCewYAE,0014100001uMqPsAAK,00541000007MjgVAAS,MXN,Zona 3,48825,08/04/2024 00:00,30
006UG000005qPU8YAM,0014100001uMqPsAAK,00541000007MjgVAAS,MXN,Zona 3,48825,08/04/2024 00:00,30
006UG000005vz8jYAA,0014100001uMsAxAAK,0052M000008ag3jQAA,MXN,Zona 5,289120,08/04/2024 00:00,20
006UG000003leBZYAY,0018X000038NZJVQA4,0053f000000mPYLAA2,MXN,Zona 4,2750000,08/04/2024 00:00,120
006UG000005jmyUYAQ,001UG000006iUerYAE,00541000007MjiFAAS,MXN,Zona 2,1350000,07/04/2024 00:00,0
006UG000005jmyUYAQ,001UG000006iUerYAE,00541000007MjiFAAS,MXN,Zona 2,1350000,07/04/2024 00:00,0
006UG000005jmyUYAQ,001UG000006iUerYAE,00541000007MjiFAAS,MXN,Zona 2,1350000,07/04/2024 00:00,0
006UG000005jmyUYAQ,001UG000006iUerYAE,00541000007MjiFAAS,MXN,Zona 2,1350000,07/04/2024 00:00,0
0068X00001KRCPFQA5,0013f000003UH6UAAW,0058X00000F1ld7QAB,MXN,Zona 3,388700,06/04/2024 00:00,Sin datos
006UG000004TKaXYAW,0018X00003HrPT5QAN,0058X00000F1ld7QAB,MXN,Zona 3,319600,06/04/2024 00:00,Sin datos
006UG000005RlBFYA0,001UG000005OR0zYAG,0053f000000DoGpAAK,MXN,Zona 3,714900,06/04/2024 00:00,Sin datos
0068X00001KRCPFQA5,0013f000003UH6UAAW,0058X00000F1ld7QAB,MXN,Zona 3,388700,06/04/2024 00:00,Sin datos
0068X00001HlIYjQAN,0013f000009ljtoAAA,0058X00000FQuLgQAL,MXN,Zona 5,431514,05/04/2024 00:00,20
0068X00001HlIYjQAN,0013f000009ljtoAAA,0058X00000FQuLgQAL,MXN,Zona 5,431514,05/04/2024 00:00,20
0068X00001IpndSQAR,00141000021AhztAAC,00541000007MjftAAC,MXN,Zona 2,155000,05/04/2024 00:00,20
0068X00001IpQ9MQAV,0013f000009ljtoAAA,0058X00000FQuLgQAL,MXN,Zona 5,79283,05/04/2024 00:00,28
0068X00001KSYo8QAH,0018X00003Jzd6oQAB,00541000007Mjg5AAC,MXN,Zona 3,260000,05/04/2024 00:00,40
0068X00001LpjteQAB,0014100001wT3PpAAK,0053f000000mM2bAAE,MXN,Zona 4,467280,05/04/2024 00:00,12
0068X00001MPJOZQA5,0018X00003EwcXlQAJ,0053f000000nxsgAAA,USD,Zona 1,40000,05/04/2024 00:00,0
0068X00001MPtwiQAD,0014100001uMqtcAAC,0058X00000GIoK5QAL,MXN,Zona 4,500000,05/04/2024 00:00,8
006UG0000037AoxYAE,0014100001uMrBeAAK,00541000007N8XPAA0,MXN,Zona 5,99850,05/04/2024 00:00,13
006UG0000037AoxYAE,0014100001uMrBeAAK,00541000007N8XPAA0,MXN,Zona 5,99850,05/04/2024 00:00,13
006UG000003xpeHYAQ,001UG000004XKKIYA4,005UG000000v17SYAQ,USD,Zona 1,71014,05/04/2024 00:00,0
006UG00000466muYAA,0012M000026B01JQAS,0058X00000GBaShQAL,MXN,Zona 2,54500,05/04/2024 00:00,15
006UG000004CgHLYA0,001UG000004ozqnYAA,0053f000000EKmnAAG,MXN,Zona 4,630000,05/04/2024 00:00,0
006UG000004frJ1YAI,0014100001uMqtcAAC,0058X00000GIoK5QAL,MXN,Zona 4,35500,05/04/2024 00:00,50
006UG000004HtH7YAK,0014100001uMu5dAAC,00541000007MjgkAAC,MXN,Zona 5,255000,05/04/2024 00:00,20
006UG000004Scb7YAC,001UG0000058wK5YAI,0053f000000EKmnAAG,MXN,Zona 4,510000,05/04/2024 00:00,0
006UG000004TkunYAC,0013f000009ovH0AAI,0053f000000nxsWAAQ,USD,Zona 1,32000,05/04/2024 00:00,Sin datos
006UG000004tSnmYAE,0013f000009ljtoAAA,0058X00000FQuLgQAL,MXN,Zona 5,520000,05/04/2024 00:00,0
006UG000005CD0DYAW,0014100001uMsYmAAK,0053f000000lhfmAAA,MXN,Zona 5,240000,05/04/2024 00:00,Sin datos
006UG000005CqZSYA0,001UG0000063EMLYA2,0053f000000lhfmAAA,MXN,Zona 5,200000,05/04/2024 00:00,Sin datos
006UG000005gQJOYA2,0013f000003TCIMAA4,00541000007MjguAAC,MXN,Zona 2,277500,05/04/2024 00:00,60
006UG000005gRQjYAM,0013f000002GfcDAAS,00541000007MjguAAC,MXN,Zona 2,488000,05/04/2024 00:00,5
006UG000005Ph8YYAS,0014100001uMr4aAAC,00541000007MjgkAAC,MXN,Zona 5,150000,05/04/2024 00:00,0
006UG000005TWw5YAG,001UG000005z659YAA,00541000007Mjg1AAC,USD,Zona 1,20500,05/04/2024 00:00,25
0068X00001LpjteQAB,0014100001wT3PpAAK,0053f000000mM2bAAE,MXN,Zona 4,467280,05/04/2024 00:00,12
006UG000005gRQjYAM,0013f000002GfcDAAS,00541000007MjguAAC,MXN,Zona 2,488000,05/04/2024 00:00,5
006UG000005gRQjYAM,0013f000002GfcDAAS,00541000007MjguAAC,MXN,Zona 2,488000,05/04/2024 00:00,5
006UG000004TkunYAC,0013f000009ovH0AAI,0053f000000nxsWAAQ,USD,Zona 1,32000,05/04/2024 00:00,Sin datos
006UG000003xpeHYAQ,001UG000004XKKIYA4,005UG000000v17SYAQ,USD,Zona 1,71014,05/04/2024 00:00,0
0063f000004ykjcAAA,0013f000002QQedAAG,0058X00000FQzgUQAT,MXN,Zona 2,806830,04/04/2024 00:00,500
0068X00001LRyrAQAT,0018X00003EwgSqQAJ,00541000007MjgZAAS,MXN,Zona 3,162000,04/04/2024 00:00,60
006UG000003CNf5YAG,0014100001uMqXQAA0,0053f000000mM3KAAU,MXN,Zona 4,569700,04/04/2024 00:00,84
006UG000003niW1YAI,0013f000004XncgAAC,00541000007MjgFAAS,MXN,Zona 1,333000,04/04/2024 00:00,0
006UG000003niW1YAI,0013f000004XncgAAC,00541000007MjgFAAS,MXN,Zona 1,333000,04/04/2024 00:00,0
006UG000003Ok1cYAC,0014100001uMqcaAAC,00541000007Mjg2AAC,MXN,Zona 2,75000,04/04/2024 00:00,33
006UG000004g4WOYAY,001UG000005P0bRYAS,00541000007MjgZAAS,MXN,Zona 3,47700,04/04/2024 00:00,100
006UG000004iKlWYAU,0014100001uMqbxAAC,00541000007MjgZAAS,MXN,Zona 3,258775,04/04/2024 00:00,219
006UG000004y4knYAA,0014100001uMrLzAAK,00541000007MjgZAAS,MXN,Zona 3,cero,04/04/2024 00:00,20
006UG000005O13KYAS,0014100001uMqQ4AAK,00541000007MjhWAAS,MXN,Zona 2,230000,04/04/2024 00:00,12
006UG000005olvJYAQ,0014100001uMqXjAAK,0053f000000DoGpAAK,MXN,Zona 3,224803,04/04/2024 00:00,25
006UG000005olvJYAQ,0014100001uMqXjAAK,0053f000000DoGpAAK,MXN,Zona 3,224803,04/04/2024 00:00,25
006UG000005pgjuYAA,0012M000021awhUQAQ,0053f000000Df1CAAS,MXN,Zona 3,16398,04/04/2024 00:00,10
006UG000005qEwsYAE,0014100001uMqQ6AAK,0053f000000ERMNAA4,MXN,Zona 2,145325,04/04/2024 00:00,15
006UG000005TVrxYAG,001UG000005z659YAA,00541000007Mjg1AAC,USD,Zona 1,13600,04/04/2024 00:00,20
006UG000005TVrxYAG,001UG000005z659YAA,00541000007Mjg1AAC,USD,Zona 1,13600,04/04/2024 00:00,20
006UG000005pgjuYAA,0012M000021awhUQAQ,0053f000000Df1CAAS,MXN,Zona 3,16398,04/04/2024 00:00,10
006UG000005TVrxYAG,001UG000005z659YAA,00541000007Mjg1AAC,USD,Zona 1,13600,04/04/2024 00:00,20
006UG000003Ok1cYAC,0014100001uMqcaAAC,00541000007Mjg2AAC,MXN,Zona 2,75000,04/04/2024 00:00,33
006UG000003niW1YAI,0013f000004XncgAAC,00541000007MjgFAAS,MXN,Zona 1,333000,04/04/2024 00:00,0
006UG000004v81lYAA,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,167500,03/04/2024 00:00,60
006UG00000504GrYAI,0018X00003BUWxLQAX,00541000007MjguAAC,MXN,Zona 2,261610,03/04/2024 00:00,25
006UG00000504GrYAI,0018X00003BUWxLQAX,00541000007MjguAAC,MXN,Zona 2,261610,03/04/2024 00:00,25
006UG000005nhc2YAA,0012M000021amd3QAA,0058X00000GnYdoQAF,MXN,Zona 2,44400,03/04/2024 00:00,1
006UG000005oi2zYAA,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,167500,03/04/2024 00:00,60
006UG000005nhc2YAA,0012M000021amd3QAA,0058X00000GnYdoQAF,MXN,Zona 2,44400,03/04/2024 00:00,1
0068X00001GGeGxQAL,0013f000003TOvjAAG,00541000007Mjh3AAC,USD,Zona 1,30000,02/04/2024 00:00,20
0068X00001IpnJEQAZ,0014100001uMsE9AAK,00541000007MjfrAAC,MXN,Zona 2,1863900,02/04/2024 00:00,200
0068X00001LUCzTQAX,0018X00003O7UIkQAN,00541000007MjfrAAC,MXN,Zona 2,1217600,02/04/2024 00:00,45
006UG00000530rpYAA,0014100001uMuPVAA0,00541000007MjfrAAC,MXN,Zona 2,880000,02/04/2024 00:00,30
006UG0000057Z7tYAE,0013f00000AdijDAAR,0058X00000GNuKbQAL,MXN,Zona 1,501750,02/04/2024 00:00,25
006UG000005b5ttYAA,0013f000002GqZSAA0,00541000007MjgxAAC,MXN,Zona 5,137298,02/04/2024 00:00,25
006UG000005b5ttYAA,0013f000002GqZSAA0,00541000007MjgxAAC,MXN,Zona 5,137298,02/04/2024 00:00,25
006UG000005b5ttYAA,0013f000002GqZSAA0,00541000007MjgxAAC,MXN,Zona 5,137298,02/04/2024 00:00,25
006UG000005jUS5YAM,0014100001bPuldAAC,0053f000000ETPiAAO,MXN,Zona 3,490920,02/04/2024 00:00,24
006UG000005jWk1YAE,0014100001bPuldAAC,0053f000000ETPiAAO,MXN,Zona 3,57800,02/04/2024 00:00,25
006UG000005kmTOYAY,0014100001bPuldAAC,0053f000000ETPiAAO,MXN,Zona 3,560900,02/04/2024 00:00,25
006UG000005ly2gYAA,0014100001vaxAbAAI,00541000007MjgVAAS,MXN,Zona 3,124000,02/04/2024 00:00,22
006UG00000530rpYAA,0014100001uMuPVAA0,00541000007MjfrAAC,MXN,Zona 2,880000,02/04/2024 00:00,30
0068X00001IpdPiQAJ,0018X00003HsEheQAF,0053f000000ERMNAA4,MXN,Zona 2,200000,01/04/2024 00:00,15
006UG000002Ye8OYAS,0018X00003B4DiTQAV,0058X00000GNuKbQAL,MXN,Zona 1,171000,01/04/2024 00:00,30
006UG000003ZjGfYAK,0013f000004BcH2AAK,0058X00000GNuKbQAL,MXN,Zona 1,177660,01/04/2024 00:00,20
006UG000003ZMf4YAG,0013f000004BcH2AAK,0058X00000GNuKbQAL,MXN,Zona 1,228060,01/04/2024 00:00,20
006UG0000058I1iYAE,0012M000021bTaqQAE,0058X00000GIoK5QAL,MXN,Zona 4,595768,01/04/2024 00:00,30
006UG000005aG1mYAE,0014100001bPuldAAC,0053f000000ETPiAAO,MXN,Zona 3,28000,01/04/2024 00:00,15
006UG000005CYUXYA4,0013f00000AdijDAAR,0058X00000GNuKbQAL,MXN,Zona 1,501750,01/04/2024 00:00,Sin datos
006UG000005CYUXYA4,0013f00000AdijDAAR,0058X00000GNuKbQAL,MXN,Zona 1,501750,01/04/2024 00:00,Sin datos
006UG000005jlntYAA,0014100001uMsHYAA0,0058X00000GnzGoQAJ,MXN,Zona 5,567500,01/04/2024 00:00,27
006UG000005Mih3YAC,001UG000006FDr8YAG,0053f000000Df1CAAS,MXN,Zona 3,360000,01/04/2024 00:00,0
006UG000003ZMf4YAG,0013f000004BcH2AAK,0058X00000GNuKbQAL,MXN,Zona 1,228060,01/04/2024 00:00,20
0068X00001IpdPiQAJ,0018X00003HsEheQAF,0053f000000ERMNAA4,MXN,Zona 2,200000,01/04/2024 00:00,15
0068X00001HhzQiQAJ,0018X00003B4UMrQAN,0058X00000FQMA5QAP,MXN,Zona 1,cero,31/03/2024 00:00,Sin datos
0068X00001HhzQiQAJ,0018X00003B4UMrQAN,0058X00000FQMA5QAP,MXN,Zona 1,cero,31/03/2024 00:00,Sin datos
0068X00001HhzR2QAJ,0018X00003B4UNuQAN,0058X00000FQMA5QAP,MXN,Zona 1,cero,31/03/2024 00:00,Sin datos
0068X00001HhzSsQAJ,0018X000038NR6wQAG,0058X00000FQMA5QAP,MXN,Zona 1,cero,31/03/2024 00:00,Sin datos
0068X00001LScmqQAD,0018X00003O4mqCQAR,0058X00000Gotl2QAB,MXN,Zona 1,cero,31/03/2024 00:00,Sin datos
0068X00001LSR28QAH,0014100001uMsH5AAK,0058X00000GBaShQAL,MXN,Zona 2,90310,31/03/2024 00:00,Sin datos
